id;name;acronym;state
1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT
2;UNIVERSIDADE DE BRASÍLIA;UNB;DF
3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;SE
4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;AM
5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;PI
6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;MG
7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP
8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG
9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;PR
10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;PR
11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;PE
12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS
13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;RS
14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;RS
15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;RJ
16;UNIVERSIDADE GAMA FILHO;UGF;RJ
17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG
18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;RS
19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;SP
20;UNIVERSIDADE DE PASSO FUNDO;UPF;RS
21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;RS
22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;SP
23;UNIVERSIDADE FEEVALE;FEEVALE;RS
24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;BA
26;ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;ENCE;RJ
27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;MG
29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE
30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;MG
31;CENTRO DE EDUCAÇÃO TÉCNICA DA UTRAMIG;UTRAMIG;MG
32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;AL
33;FACULDADE DE TECNOLOGIA DE SOROCABA;FATEC SO;SP
34;FACULDADE DE TECNOLOGIA DE SÃO PAULO;FATEC-SP;SP
35;FACULDADE DE TECNOLOGIA DE AMERICANA;FATEC-AM;SP
36;FACULDADE DE TECNOLOGIA RUBENS LARA;FATEC-BS;SP
37;FACULDADE DE TECNOLOGIA DE JAHU;FATEC-JAHU;SP
38;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;PA
40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;BA
43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;SC
46;FACULDADE ESTADUAL DE CIÊNCIAS ECONÔMICAS DE APUCARANA;FECEA;PR
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO
54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP
55;UNIVERSIDADE DE SÃO PAULO;USP;SP
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;SP
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR
58;FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO;FDSBC;SP
59;FACULDADE DE DIREITO DE FRANCA;FDF;SP
60;CENTRO UNIVERSITÁRIO DE FRANCA;UNI-FACEF;SP
67;ESCOLA DE ENGENHARIA DE PIRACICABA;EEP/FUMEP;SP
68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;FAFIPE;SP
71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;RN
72;FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL;FAMASUL;PE
73;CENTRO DE ENSINO SUPERIOR DE ARCOVERDE;CESA;PE
74;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;FFCL;SP
75;FACULDADE ESTADUAL DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARANAVAÍ;FAFIPA;PR
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;SC
77;FACULDADE DA REGIÃO DOS LAGOS;FERLAGOS;RJ
78;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE;FAFIA;ES
79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;IMES CATANDUVA;SP
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;SC
81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;SC
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;SC
83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;SC
84;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ;FAFIMA;RJ
87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;SC
88;FACULDADE DE FORMAÇÃO DE PROFESSORES DE PENEDO;FFPP;AL
93;FACULDADE DE MEDICINA DE JUNDIAÍ;FMJ;SP
94;ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ;ESEFJ;SP
95;UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ;UVA;CE
99;FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE;FDCL;MG
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;MG
109;FACULDADES INTEGRADAS RUI BARBOSA;FIRB;SP
124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;UNIARA;SP
125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;SP
126;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;INATEL;MG
131;FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA;FAEFI;SP
135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;SP
137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;SP
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;SP
139;FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO;FCETM;MG
140;UNIVERSIDADE SEVERINO SOMBRA;USS;RJ
141;FACULDADE DE DIREITO DE VARGINHA - FADIVA;FADIVA;MG
142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;MG
143;UNIVERSIDADE DE UBERABA;UNIUBE;MG
144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;FACHO;PE
145;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FCHS;RJ
146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;SP
149;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;FAMERP;SP
150;UNIVERSIDADE DE SOROCABA;UNISO;SP
151;ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO;FGV-EAESP;SP
152;FACULDADE DE CIÊNCIAS CONTÁBEIS;FACIC;BA
158;CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO;CBM/CEU;RJ
159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;FAFICA;PE
160;FACULDADE FRASSINETTI DO RECIFE;FAFIRE;PE
161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;UNIFAI;SP
162;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;SP
163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;RJ
165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;RJ
166;FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO;;MG
167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;SP
170;FACULDADES DA FUNDAÇÃO DE ENSINO DE MOCOCA;FAFEM;SP
171;FACULDADE DE DIREITO DO SUL DE MINAS;FDSM;MG
176;UNIVERSIDADE CASTELO BRANCO;UCB;RJ
190;ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES;EMSM;RJ
191;FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS;FCCAE;RJ
192;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES;FFCLSM;RJ
193;FACULDADE DE ENGENHARIA SOUZA MARQUES;FESM;RJ
194;ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES;EEFTESM;RJ
195;FACULDADE MORAES JÚNIOR - MACKENZIE RIO;FMJ - MACKENZIE RIO;RJ
197;FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ;FESPRR;PR
198;CENTRO UNIVERSITÁRIO DA CIDADE;UNIVERCIDADE;RJ
200;FACULDADE CÁSPER LÍBERO;FCL;SP
201;FACULDADE BRASILEIRA DE CIÊNCIAS JURÍDICAS;FBCJ;RJ
202;FACULDADE DE ECONOMIA E FINANÇAS DO RIO DE JANEIRO;FEFRJ;RJ
203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;SP
206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;UNIÍTALO;SP
207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;SP
208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;SP
213;CENTRO UNIVERSITÁRIO FECAP;FECAP;SP
214;FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG;FEAMIG;MG
215;UNIVERSIDADE DO GRANDE ABC;UNIABC;SP
216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;IMIH;MG
217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;UNIFAE;SP
219;FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL;FAECA DOM BOSCO;SP
220;FACULDADE SÃO JUDAS TADEU;FSJT;RJ
221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;SP
222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;SP
224;FACULDADE DE MEDICINA DO ABC;FMABC;SP
225;INSTITUTO DE ENSINO SUPERIOR SANTO ANDRÉ;IESA;SP
226;CENTRO UNIVERSITÁRIO LUSÍADA;UNILUS;SP
227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;SP
231;FACULDADE DE SÃO BERNARDO DO CAMPO - FASB;FASB I;SP
234;FACULDADES OSWALDO CRUZ;FOC;SP
240;UNIVERSIDADE SANTA ÚRSULA;USU;RJ
242;CENTRO UNIVERSITÁRIO ANHANGUERA;UNIA;SP
243;FACULDADE DO CLUBE NÁUTICO MOGIANO;FCNM;SP
244;CENTRO UNIVERSITÁRIO FIEO;UNIFIEO;SP
254;CENTRO UNIVERSITÁRIO CAPITAL;UNICAPITAL;SP
255;FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP;FEAP;SP
256;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE PIRAJU;FAFIP;SP
263;FACULDADES INTEGRADAS CAMPOS SALLES;FICS;SP
265;FACULDADES INTEGRADAS DE OURINHOS;FIO;SP
266;UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;SP
267;FACULDADES INTEGRADAS ESPÍRITO SANTENSES;FAESA I;ES
268;FACULDADE DE DIREITO DA ALTA PAULISTA;FADAP;SP
269;FACULDADE FACCAT;FACCAT;SP
270;FACULDADES ESEFAP;;SP
271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;SP
275;UNIVERSIDADE DO VALE DO PARAÍBA;UNIVAP;SP
276;FACULDADE DE DIREITO DE SOROCABA;FADI;SP
277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;RJ
278;FACULDADES INTEGRADAS SIMONSEN;FIS;RJ
279;FACULDADES INTEGRADAS HÉLIO ALONSO;FACHA;RJ
284;FACULDADE DE MEDICINA DE ITAJUBÁ;FMIT;MG
288;FACULDADE DE DIREITO DO VALE DO RIO DOCE;FADIVALE;MG
294;FACULDADE TRÊS DE MAIO;SETREM;RS
295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;RS
296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;RS
298;UNIVERSIDADE NORTE DO PARANÁ;UNOPAR;PR
299;FACULDADE DE JANDAIA DO SUL;FAFIJAN;PR
302;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS;FACED;MG
307;FACULDADE DE MEDICINA DE BARBACENA;FAME;MG
308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;MG
316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;SP
319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;SP
322;UNIVERSIDADE PAULISTA;UNIP;SP
330;UNIVERSIDADE IGUAÇU;UNIG;RJ
336;FACULDADE MACHADO SOBRINHO;FMS;MG
337;CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA;CES/JF;MG
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;MG
339;FACULDADE SANTA EMÍLIA DE RODAT;FASER;PB
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;MG
344;CENTRO UNIVERSITÁRIO UNA;UNA;MG
345;ESCOLA DE ENGENHARIA KENNEDY;EEK;MG
346;INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA;ISCA;SP
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;MG
351;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;FCMMG;MG
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;PB
353;FACULDADE EVANGÉLICA DO PARANÁ;FEPAR;PR
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;PR
360;CENTRO UNIVERSITÁRIO PAULISTANO;UNIPAULISTANA;SP
361;FACULDADE PAULISTA DE SERVIÇO SOCIAL DE SÃO CAETANO DO SUL;FAPSS-SCS;SP
362;FACULDADE PAULISTA DE SERVIÇO SOCIAL;FAPSS-SP.;SP
363;FACULDADE MOZARTEUM DE SÃO PAULO;FAMOSP;SP
364;FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTE NOVA;FACE;MG
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;MG
368;FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA;FEFISO;SP
370;FACULDADE PAULISTA DE ARTES;FPA;SP
371;FACULDADE DE MÚSICA CARLOS GOMES;FMCG;SP
372;FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;FABCI;SP
373;ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO;ESP;SP
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;SP
375;UNIVERSIDADE DE SANTO AMARO;UNISA;SP
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;SP
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;PA
384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGÉLICA;GO
385;UNIVERSIDADE SALVADOR;UNIFACS;BA
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNI-ANHANGÜERA;GO
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;MS
395;FACULDADE DE CIÊNCIAS CONTÁBEIS DE LUCÉLIA;CEALPA;SP
396;FACULDADE RUY BARBOSA;FRBA;BA
398;UNIVERSIDADE TIRADENTES;UNIT;SE
399;ESCOLA DE ENGENHARIA DE AGRIMENSURA;EEA;BA
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;DF
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF
404;FACULDADES INTEGRADAS DA UPIS;UPIS;DF
405;FOCCA - FACULDADE DE OLINDA;FOCCA;PE
408;ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS;ESURP;PE
409;UNIVERSIDADE DE PERNAMBUCO;UPE;PE
410;FACULDADE DE CIÊNCIAS HUMANAS ESUDA;FCHE;PE
415;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;FCMSCSP;SP
416;FACULDADE DE SÃO PAULO;FATEMA;SP
417;UNIVERSIDADE CIDADE DE SÃO PAULO;;SP
420;UNIVERSIDADE DE MARÍLIA;UNIMAR;SP
421;FACULDADE ESTADUAL DE CIÊNCIAS E LETRAS DE CAMPO MOURÃO;FECILCAM;PR
423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS
426;CENTRO UNIVERSITÁRIO FRANCISCANO;UNIFRA;RS
430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;PR
431;FACULDADE DE MEDICINA DE MARÍLIA;FAMEMA;SP
432;FACULDADE PARANAENSE;FACCAR;PR
434;FACULDADE SANTA MARCELINA;FASM;SP
435;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA;FAFISM;MG
437;UNIVERSIDADE PARANAENSE;UNIPAR;PR
438;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA;FFCL;SP
439;FACULDADE DOUTOR FRANCISCO MAEDA;FAFRAM;SP
440;FACULDADE DE DIREITO DE ITÚ;FADITU;SP
441;UNIVERSIDADE DO CONTESTADO;UNC;SC
446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;RS
448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;RS
449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;RS
450;CENTRO UNIVERSITÁRIO LUTERANO DE JI-PARANÁ;CEULJI/ULBRA;RO
451;CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM;CEULS;PA
452;CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS;CEULM/ULBRA;AM
453;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;CEULP;TO
454;FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS;FACCCA;RS
455;FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO;FAFOPEE;RS
456;CENTRO UNIVERSITÁRIO SANT´ANNA;UNISANT'ANNA;SP
457;UNIVERSIDADE BANDEIRANTE DE SÃO PAULO;UNIBAN;SP
458;UNIVERSIDADE IBIRAPUERA;UNIB;SP
460;FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAAP;SP
461;FACULDADE DE ADMINISTRAÇÃO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAE-FAAP;SP
462;FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FEFAAP;SP
463;FACULDADE DE COMUNICAÇÃO E MARKETING DA - FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;FACOM-FAAP;SP
464;FACULDADE DE ECONOMIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FEC-FAAP;SP
465;FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FCI-FAAP;SP
466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;SP
467;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA;FCCI;SP
468;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA;FFCLI;SP
472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;UNIGRANRIO;RJ
473;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO;FCEACDB;RJ
474;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO;FFCLDB;RJ
475;FACULDADE DE MEDICINA DE PETRÓPOLIS;FMP;RJ
480;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;UNIFESO;RJ
481;UNIVERSIDADE GUARULHOS;UNG;SP
482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;SC
483;CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO;UNIMESP;SP
489;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;UNIFOA;RJ
490;CENTRO DE ENSINO SUPERIOR DE VALENÇA;CESVA;RJ
491;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO;FECLE;SP
492;FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ;FACEAG;SP
493;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ;FACEG;SP
494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;SC
495;FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA;FESB;SP
496;UNIVERSIDADE DE FRANCA;UNIFRAN;SP
501;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;EMESCAM;ES
502;CENTRO UNIVERSITÁRIO MONTE SERRAT;UNIMONTE;SP
506;FACULDADE DE MEDICINA DE CAMPOS;FMC;RJ
507;FACULDADE TRIÂNGULO MINEIRO;FTM;MG
508;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM;FACESM;MG
509;FACULDADES INTEGRADAS DE CRUZEIRO;FIC;SP
510;ESCOLA DE ENFERMAGEM WENCESLAU BRAZ;EEWB;MG
513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;MG
514;CENTRO UNIVERSITÁRIO DE BARRA MANSA;UBM;RJ
515;CENTRO UNIVERSITÁRIO PLÍNIO LEITE;UNIPLI;RJ
516;CENTRO UNIVERSITÁRIO MOACYR SREDER BASTOS;UNIMSB;RJ
517;FACULDADE DE EDUCAÇÃO SÃO LUÍS;FESL;SP
518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;UDF;DF
519;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;BA
521;UNIVERSIDADE DE MOGI DAS CRUZES;UMC;SP
522;CENTRO UNIVERSITÁRIO CELSO LISBOA;UCL;RJ
526;UNIVERSIDADE BRAZ CUBAS;UBC;SP
527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;GO
528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;RJ
530;FACULDADE DE MÚSICA DO ESPÍRITO SANTO;FAMES;ES
532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;RS
533;FACULDADES INTEGRADAS DE ITAPETININGA;FII;SP
534;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;EBMSP;BA
535;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MANDAGUARI;FAFIMAN;PR
543;FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO;FAC-FITO;SP
544;FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA;FACHI;MG
545;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA;FACCI;MG
546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;SP
547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ
548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA
549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;AC
550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB
555;UNIVERSIDADE DE FORTALEZA;UNIFOR;CE
556;CONSERVATÓRIO DE MÚSICA DE NITERÓI;CMN;RJ
557;ESCOLA DE MÚSICA E BELAS ARTES DO PARANÁ;EMBAP;PR
558;FACULDADE DE ARTES DO PARANÁ;FAP;PR
568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;MA
569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;PA
570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN
571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR
572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ
573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES
574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;RJ
575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG
576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;MG
577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL
578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA
579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;PB
580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE
581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;RS
582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;RS
583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE
584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO
585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;SC
586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ
587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE
588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;PR
589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;RN
590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;PA
591;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;SP
592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG
593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;RJ
594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET/MG;MG
595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;MG
596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;MG
597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;MG
598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;MG
599;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;BA
600;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;MA
601;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL;IFRS;RS
