id;name;acronym;state
30321,49846;ESCOLA DE ENSINO SUPERIOR ALTERNATIVO;CESA;ES
30325,37292;FACULDADE PEREIRA DE FREITAS;FPF;MG
30329,24738;FACULDADE BAIANA DE CIÊNCIAS;FABAC;BA
30333,12184;FACULDADE DE MINAS;FAMINAS;MG
30336,9963;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;RO
30340,87076;FACULDADE CAPIVARI;FUCAP;SC
30344,74521;FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET;FACET;MG
30348,61967;FACULDADE DE SÃO BENTO;FSB;SP
30352,49413;FACULDADE DE DIREITO PADRE ARNALDO JANSSEN;FAJANSSEN;MG
30356,36859;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO;FACISA;MG
30360,24305;FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES;UNIPACAT;MG
30364,11751;FACULDADES INTEGRADAS DO VALE DO IGUAÇU;;PR
30367,99197;FACULDADE CENECISTA ILHA DO GOVERNADOR;FACIG;RJ
30371,86643;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO;SINGULARIDADES/ISESP;SP
30375,74088;INSTITUTO DE ENSINO SUPERIOR FRANCISCANO;IESF;MA
30379,61534;FACULDADE PALOTINA;FAPAS;RS
30383,4898;FACULDADE BIRIGUI;FABI;SP
30387,36426;FACULDADE SINOP;FASIP;MT
30391,23872;FACULDADE LA SALLE;;MT
30395,11318;FACULDADE EVANGÉLICA DE SALVADOR;FACESA;BA
30398,98764;FACULDADE GLOBAL DE UMUARAMA;FGU;PR
30402,8621;INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL;INESUL;PR
30406,73655;FACULDADE DE NOVA SERRANA;FANS;MG
30410,61101;FACULDADE CUIABÁ;FAUC;MT
30414,48547;FACULDADE SERRANA DE ENSINO SUPERIOR;FASEP;DF
30418,35993;FACULDADE DE TECNOLOGIA IBRATEC;UNIBRATEC;PE
30422,23439;FACULDADE DE SORRISO;FAIS;MT
30426,10885;FACULDADE LEGALE;FALEG;SP
30429,98331;FACULDADE DE ENSINO SUPERIOR DA PARAÍBA;FESP;PB
30433,85777;FACULDADE DE PAULÍNIA;FACP;SP
30437,73222;FACULDADE DE ORLÂNDIA;FAO;SP
30441,60668;INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA;IESA;DF
30445,48114;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA;FACULDADES CATHEDRAL;MT
30449,3556;INSTITUTO BATISTA DE ENSINO SUPERIOR DE ALAGOAS;IBESA;AL
30453,23006;FACULDADE DE TECNOLOGIA SENAI JOINVILLE;SENAI DE JOINVILLE;SC
30457,10452;FACULDADE DE TECNOLOGIA SENAI BLUMENAU;CET BLUMENAU;SC
30460,97898;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;RJ
30464,85344;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;ISECENSA;RJ
30468,72789;FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO;HOTEC;SP
30472,60235;FACULDADE DE TECNOLOGIA DE ALAGOAS;FAT/AL;AL
30476,47681;FACULDADE ALBERT EINSTEIN;FALBE;DF
30480,35127;FACULDADE DO VALE DO ITAPECURÚ;FAI;MA
30484,22573;FACULDADE ATLÂNTICO;FA;SE
30488,10019;FACULDADE DOS IMIGRANTES - FAI;FAI;RS
30491,97465;FACULDADE DO ESPÍRITO SANTO;UNES;ES
30495,84911;FACULDADE TIJUCUSSU;TIJUCUSSU;SP
30499,72356;INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA;ISEOL;SP
30503,59802;CENTRO DE ESTUDOS SUPERIORES APRENDIZ;CESA;MG
30507,47248;FACULDADE METROPOLITANA DA GRANDE FORTALEZA;FAMETRO;CE
30511,34694;FACULDADE SINERGIA;SINERGIA;SC
30515,2214;FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU;FACIG;MG
30519,09586;FACULDADE ESTÁCIO DE SÁ DE JUIZ DE FORA;FESJF;MG
30522,97032;FACULDADE AVANTIS;AVANTIS;SC
30526,84478;INSTITUTO DE ENSINO SUPERIOR DE PIEDADE;IESP;PE
30530,71923;FACULDADE DE MEDICINA NOVA ESPERANÇA;FAMENE;PB
30534,59369;INSTITUTO CUIABÁ DE ENSINO E CULTURA;ICEC;MT
30538,46815;INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL;ISEED;MG
30542,34261;SEMINÁRIO ADVENTISTA LATINO-AMERICANO DE TEOLOGIA;SALT;BA
30546,21707;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP;FACISAS;MT
30550,09153;FACULDADE DE TAQUARITINGA;FSG;SP
30553,96599;FACULDADE DE CIÊNCIAS E LETRAS;ACADEMIA DE ENSINO;SP
30557,84045;INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA;ISEP;PE
30561,7149;FACULDADE SETELAGOANA DE CIÊNCIAS GERENCIAIS;FASCIG;MG
30565,58936;INSTITUTO SANTO TOMÁS DE AQUINO;ISTA;MG
30569,46382;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SALGUEIRO;ISES;PE
30573,33828;FACULDADE JK - UNIDADE II - GAMA;;DF
30577,21274;FACULDADE DE ROLIM DE MOURA;FAROL;RO
30581,0872;FACULDADE DE GUANAMBI;;BA
30584,96166;FACULDADE DE CAMPINA GRANDE;FAC-CG;PB
30588,83612;INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA;ISECAMP;SP
30592,71058;FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA;ITPAC;TO
30596,58503;INSTITUTO SUPERIOR DE EDUCAÇÃO DE FLORESTA;ISEF;PE
30600,45949;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA;ITPAC;TO
30604,33395;FACULDADE JAGUARIAÍVA;FAJAR;PR
30608,20841;Faculdade Estácio do Pará - Estácio FAP;FAP;PA
30612,08287;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;FCT;BA
30615,95733;FACULDADE CIDADE LUZ;FACILUZ;SP
30619,83179;FACULDADE DO FUTURO;FAF;MG
30623,70625;FACULDADE SUDAMÉRICA;SUDAMÉRICA;MG
30627,5807;FACULDADE FIGUEIREDO COSTA - FIC;;AL
30631,45516;FACULDADE VALE DO SALGADO;FVS;CE
30635,32962;FACULDADE AMADEUS;FAMA;SE
30639,20408;INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO;IESMA;MA
30643,07854;FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA;FENA;MS
30646,953;FACULDADE DA ALTA PAULISTA;FAP;SP
30650,82746;FACULDADE METROPOLITANA;UNNESA;RO
30654,70192;FACULDADE DE CIÊNCIAS EMPRESARIAIS;FACEMP;BA
30658,57637;FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS;FATECH;AP
30662,45083;FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL;IEVAL;AC
30666,32529;INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO;ISE-PADRAO;GO
30670,19975;INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS;IESA;AL
30674,07421;FACULDADE REGIONAL DA BAHIA;FARB;BA
30677,94867;FACULDADE ANGLO-AMERICANO;FAA;PR
30681,82313;FACULDADE DE ITAITUBA;FAI;PA
30685,69759;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;PB
30689,57204;FACULDADE CENECISTA DE NOVA PETRÓPOLIS;FACENP;RS
30693,4465;INSTITUTO BAIANO DE ENSINO SUPERIOR;IBES;BA
30697,32096;INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU;IESFI;PR
30701,19542;INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER;ISEPS;RJ
30705,06988;FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE MANHUAÇU;FACULDADES DOCTUM;MG
30708,94434;FACULDADE KURIOS;FAK;CE
30712,8188;FACULDADE DE AURIFLAMA;FAU;SP
30716,69326;INSTITUTO SUPERIOR DE TEOLOGIA APLICADA;INTA;CE
30720,56771;FACULDADE DOM BOSCO DE PORTO ALEGRE;FDB;RS
30724,44217;FACULDADE DE CIÊNCIA E TECNOLOGIA;FACITEC;PR
30728,31663;INSTITUTO DE FILOSOFIA E DE TEOLOGIA PAULO VI;IFITEPS;RJ
30732,19109;Faculdade Estácio de Sergipe - Estácio FASE;FASE;SE
30736,06555;FACULDADE MAX PLANCK;AESI;SP
30739,94001;FACULDADE CALAFIORI;CALAFIORI;MG
30743,81447;ESCOLA DE DIREITO DO RIO DE JANEIRO;DIREITO RIO;RJ
30747,68893;ESCOLA DE DIREITO DE SÃO PAULO;DIREITO GV;SP
30751,56338;ESCOLA DE ECONOMIA DE SÃO PAULO;EESP;SP
30755,43784;FACULDADE FAPAN;FAPAN;SP
30759,3123;FACULDADE BARÃO DO RIO BRANCO;FAB;AC
30763,18676;FACULDADE DE CIÊNCIAS, EDUCAÇÃO E TEOLOGIA DO NORTE DO BRASIL;FACETEN;RR
30767,06122;FACULDADE DA IGREJA MINISTÉRIO FAMA;FAIFA;GO
30770,93568;FACULDADE CATÓLICA RAINHA DO SERTÃO;FCRS;CE
30774,81014;FACULDADE SÃO MARCOS;FASAMAR;TO
30778,6846;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE LOURDES;FNSL;BA
30782,55905;FACULDADE TEOLÓGICA BATISTA DO PARANÁ;FTBP;PR
30786,43351;FACULDADE INFÓRIUM DE TECNOLOGIA;FIT;MG
30790,30797;FACULDADE DO ACRE;FAC;AC
30794,18243;FACULDADE METROPOLITANA DE MANAUS;FAMETRO;AM
30798,05689;FACULDADE DE PALMAS;FAPAL;TO
30801,93135;FACULDADE MATO GROSSO DO SUL;FACSUL;MS
30805,80581;FACULDADE DO PIAUÍ;FAPI;PI
30809,68027;INSTITUTO SUPERIOR DE EDUCAÇÃO BERLAAR;IBERLAAR;MG
30813,55472;INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA;ISAT;RJ
30817,42918;FACULDADE SÃO TOMÁS DE AQUINO;FACESTA;AL
30821,30364;INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA;ISESA;PR
30825,1781;FACULDADE SANTA MARIA;FSM;PB
30829,05256;FACULDADE SANT'ANA;IESSA;PR
30832,92702;INSTITUTO SUPERIOR DE EDUCAÇÃO EUGÊNIO GOMES;ISEGO;BA
30836,80148;FACULDADE FOZ DO IGUAÇU;FAFIG;PR
30840,67594;FACULDADE CAMPO GRANDE;FCG;MS
30844,5504;INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR;IBHES;MG
30848,42485;FACULDADE GUAIANÁS;FAG;SP
30852,29931;FACULDADE DE SANTA CATARINA;FASC;SC
30856,17377;FACULDADE METROPOLITANA DE BLUMENAU;FAMEBLU;SC
30860,04823;INSTITUTO PAULISTA DE ENSINO;FIPEN;SP
30863,92269;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA;RATIO;CE
30867,79715;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;CUFSA;SP
30871,67161;FACULDADE CENECISTA NOSSA SENHORA DOS ANJOS;FACENSA;RS
30875,54607;FACULDADE SALESIANA DOM BOSCO;FSDB;AM
30879,42052;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION;ISE - SION;PR
30883,29498;FACULDADE DO MARANHÃO;FACAM-MA;MA
30887,16944;FACULDADE ANHANGUERA DE PELOTAS;;RS
30891,0439;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI;ISEI;RS
30894,91836;FACULDADE ANHANGUERA DO RIO GRANDE;;RS
30898,79282;FACULDADE MONTEIRO LOBATO;FATO;RS
30902,66728;FACULDADE VALE DO GORUTUBA;FAVAG;MG
30906,54174;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA;ISEPE;PR
30910,41619;FACULDADE DE TUPI PAULISTA;CESTUPI;SP
30914,29065;FACULDADE FAE SÃO JOSÉ DOS PINHAIS;;PR
30918,16511;FACULDADE DE CIÊNCIAS JURÍDICAS DE JUIZ DE FORA;FACULDADES DOCTUM;MG
30922,03957;FACULDADE SETE DE SETEMBRO;FASETE;BA
30925,91403;FACULDADE VICTOR HUGO;FVH;MG
30929,78849;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE;FACISABH;MG
30933,66295;FACULDADE TEOLÓGICA BATISTA EQUATORIAL;FATEBE;PA
30937,53741;FACULDADE DE FORTALEZA;FAFOR;CE
30941,41186;FACULDADE DO SUDESTE MINEIRO;FACSUM;MG
30945,28632;FACULDADE DO RECIFE;FAREC;PE
30949,16078;FACULDADE PARAÍBANA;FAP;PB
30953,03524;FACULDADE DA CIDADE DE MACEIÓ;FACIMA;AL
30956,9097;FACULDADE DO ESPÍRITO SANTO;FACES;ES
30960,78416;FACULDADE UNIÃO AMERICANA;UNIÃO AMERICANA;RN
30964,65862;FACULDADE CHAFIC;CHAFIC;SP
30968,53308;FACULDADE SERGIPANA;FASER;SE
30972,40753;FACULDADE STELLA MARIS;FSM;CE
30976,28199;FACULDADE DIADEMA;FAD;SP
30980,15645;FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI;PIT GUARAPARI;ES
30984,03091;FACULDADE CAMBURY DE FORMOSA;CAMBURY;GO
30987,90537;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;FAEX;MG
30991,77983;FACULDADE PITÁGORAS DE IPATINGA;FPI;MG
30995,65429;FACULDADE DE DIREITO SANTO AGOSTINHO;FADISA;MG
30999,52875;FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS;METROCAMP;SP
31003,4032;FACULDADE DE CAFELÂNDIA;FAC;PR
31007,27766;ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA;ESTEF;RS
31011,15212;FACULDADE ALMEIDA RODRIGUES;FAR;GO
31015,02658;FACULDADES INTEGRADAS DE ANGELES;FIA;SP
31018,90104;FACULDADE DE DIREITO DE SANTA MARIA;FADISMA;RS
31022,7755;FACULDADE FIDELIS;FF;PR
31026,64996;FACULDADE GEREMÁRIO DANTAS;SFNSC;RJ
31030,52442;FACULDADE DE CIÊNCIAS JURÍDICAS PROFESSOR ALBERTO DEODATO;FCJPAD;MG
31034,39887;FACULDADE LUTERANA RUI BARBOSA;FALURB;PR
31038,27333;FACULDADE DO DESCOBRIMENTO;FACDESCO;BA
31042,14779;ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA;ESEC;SC
31046,02225;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU;ISEAT;ES
31049,89671;FACULDADE ATENEU;FATE;ES
31053,77117;FACULDADE DA AMAZÔNIA;FAMA;RO
31057,64563;FACULDADE UNIÃO BANDEIRANTE;FACULDADE UNIBAN;SC
31061,52009;FACULDADE ITEANA DE BOTUCATU;FITB;SP
31065,39454;FACULDADE CÂNDIDO RONDON - FCR;FCR;MT
31069,269;FACULDADE CORPORATIVA CESPI;FACESPI;SP
31073,14346;INSTITUTO SUPERIOR MENDES DE ALMEIDA;IMA;RJ
31077,01792;FACULDADE MONTES BELOS;FMB;GO
31080,89238;FACULDADE DA ALDEIA DE CARAPICUÍBA;FALC;SP
31084,76684;INSTITUTO SUPERIOR DE EDUCAÇÃO CERES;ISE-CERES;SP
31088,6413;FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;AC
31092,51576;INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER;IFIBE;RS
31096,39021;INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;IESF;SP
31100,26467;ESCOLA SUPERIOR MADRE CELESTE;ESMAC;PA
31104,13913;FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS;PIO XII - DIR;ES
31108,01359;FACULDADE ANHANGUERA DE MATÃO;;SP
31111,88805;FACULDADE PAN AMERICANA;FPA;PA
31115,76251;FACULDADE PADRÃO;-;GO
31119,63697;FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;PB
31123,51143;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS;FAP;TO
31127,38589;FACULDADE CATÓLICA DO TOCANTINS;FACTO;TO
31131,26034;FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS;FSIP;TO
31135,1348;FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC;SLMANDIC;SP
31139,00926;INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO;INESA;SC
31142,88372;Faculdade Estácio do Amapá - Estácio FAMAP;FAMAP;AP
31146,75818;FACULDADE MERIDIONAL;IMED;RS
31150,63264;FACULDADE INTEGRADA DO BRASIL;FAIBRA;PI
31154,5071;FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI;FFTP;SP
31158,38156;FACULDADE DE CAMPO VERDE;FCV;MT
31162,25601;FACULDADE FUCAPE;FUCAPE;ES
31166,13047;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAMPO VERDE;ISE - CAMPO VERDE;MT
31170,00493;FACULDADE DE SOROCABA;;SP
31173,87939;FACULDADE CIDADE DO SALVADOR;FCS;BA
31177,75385;ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE SANTOS;ESAMC SANTOS;SP
31181,62831;FACULDADE ASCES;ASCES;PE
31185,50277;FACULDADE CEARENSE;FAC;CE
31189,37723;FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;PI
31193,25168;FACULDADE PARANAENSE;FAPAR;PR
31197,12614;FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;FACIT;MG
31201,0006;FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA;FIBRA;PA
31204,87506;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;FACICA;MG
31208,74952;FACULDADE ESTÁCIO MONTESSORI DE IBIÚNA;FMI;SP
31212,62398;FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES;LUMEN FACULDADES;PB
31216,49844;FACULDADE TÁHIRIH;FT;AM
31220,3729;FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS;PIT TEIXEIRA;BA
31224,24735;FACULDADE CIDADE DE JOÃO PINHEIRO;FCJP;MG
31228,12181;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;PIO XII - BIO;ES
31231,99627;FACULDADE PROMOVE DE JANAÚBA;;MG
31235,87073;FACULDADE JOÃO CALVINO;FJC;BA
31239,74519;INSTITUTO EDUCACIONAL DE CASTRO;INEC;PR
31243,61965;FACULDADE DE DIREITO PROMOVE;PROMOVE;MG
31247,49411;FACULDADES INTEGRADAS IPIRANGA;FAINTIPI;PA
31251,36857;FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL;FACHASUL;MS
31255,24302;FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ;FEAPA;PA
31259,11748;Faculdade Estácio de Natal;FCC;RN
31262,99194;FACULDADE CBES;CBES;PR
31266,8664;FACULDADE SÃO LUÍS;FSL;SC
31270,74086;FACULDADE JOANA D'ARC;FJD;SP
31274,61532;FACULDADE DE DIREITO PROFESSOR DAMÁSIO DE JESUS;FDDJ;SP
31278,48978;FACUDADE IEDUCARE - FIED;FIED;CE
31282,36424;INSTITUTO TEOLÓGICO FRANCISCANO;ITF;RJ
31286,23869;INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;AP
31290,11315;INSTITUTO SALVADOR DE ENSINO E CULTURA;ISEC;BA
31293,98761;FACULDADE MARIA MILZA;FAMAM;BA
31297,86207;FACULDADE ARQUIDIOCESANA DE MARIANA;FAM;MG
31301,73653;FACULDADE DE ADMINISTRAÇÃO DE MARIANA;FAMA;MG
31305,61099;FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;FISUL;RS
31309,48545;FACULDADE PROCESSUS;PFD;DF
31313,35991;FACULDADE CATÓLICA DE FORTALEZA;FCF;CE
31317,23436;FACULDADE LEONARDO DA VINCI;ULBRA;RS
31321,10882;FACULDADE ANGLICANA DE ERECHIM;FAE;RS
31324,98328;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP;ISCECAP;DF
31328,85774;FACULDADE DE PINDAMONHANGABA;FAPI;SP
31332,7322;FACULDADE ATENEU;FATE;CE
31336,60666;FACULDADE APOIO;FA;BA
31340,48112;FACULDADE EINSTEIN;;BA
31344,35558;FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;GO
31348,23003;FACULDADE DIVINÓPOLIS;FACED;MG
31352,10449;FACULDADE DE ARTE E DESIGN;FAD;MG
31355,97895;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTO AGOSTINHO;ISA;MG
31359,85341;FACULDADE DE DIREITO UNIDADE GUARAPARI;FADIG;ES
31363,72787;FACULDADE ARTHUR THOMAS;CESA;PR
31367,60233;INSTITUTO NATALENSE DE EDUCAÇÃO SUPERIOR;INAES;RN
31371,47679;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ;ISESPI;PI
31375,35125;INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE;ISE IGUAPE;SP
31379,22571;FACULDADE DO SUDESTE GOIANO;FASUG;GO
31383,10016;FACULDADE RORAIMENSE DE ENSINO SUPERIOR;FARES;RR
31386,97462;FACULDADE SÃO GERALDO;FSG;ES
31390,84908;FACULDADE VENDA NOVA DO IMIGRANTE;FAVENI;ES
31394,72354;FACULDADE EVANGÉLICA DO MEIO NORTE;FAEME;MA
31398,598;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;FATEFIG;PA
31402,47246;FACULDADE PAULISTA DE EDUCAÇÃO E COMUNICAÇÃO;FAPEC;SP
31406,34692;INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE;INCISA;MG
31410,22138;FACULDADE DE EDUCAÇÃO SANTA TEREZINHA;FEST;MA
31414,09583;FIAM-FAAM - CENTRO UNIVERSITÁRIO;UNIFIAM-FAAM;SP
31417,97029;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE PENEDO;FCSAP;AL
31421,84475;FACULDADE DE DIREITO DE VILA VELHA;;ES
31425,71921;FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;FAESF/UNEF;BA
31429,59367;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS;FCA;MT
31433,46813;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;PB
31437,34259;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;RJ
31441,21705;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;IESO;PE
31445,0915;FACULDADE ZACARIAS DE GÓES;FAZAG;BA
31448,96596;FACULDADE DE TECNOLOGIA FAESA;CET-FAESA;ES
31452,84042;FACULDADE DE CIÊNCIAS EDUCACIONAIS;FACE;BA
31456,71488;FACULDADE REDENTOR;FACREDENTOR;RJ
31460,58934;FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS;FAC;BA
31464,4638;FACULDADE TEOLÓGICA SUL AMERICANA;FTSA;PR
31468,33826;FACULDADES INTEGRADAS SOARES DE OLIVEIRA;FISO;SP
31472,21272;FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;ES
31476,08717;INSTITUTO SUPERIOR DE MÚSICA DE SÃO LEOPOLDO;ISM;RS
31479,96163;FACULDADE ATENAS;;MG
31483,83609;INSTITUTO SUPERIOR DE EDUCAÇÃO PAULO MARTINS;ISPAM;DF
31487,71055;FACULDADE SÃO SALVADOR;FSS;BA
31491,58501;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;UCP;PR
31495,45947;ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS;EBEF;RJ
31499,33393;FACULDADE DE JUAZEIRO DO NORTE;FJN;CE
31503,20839;FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN;FTBAW;MS
31507,08284;FACULDADE PENSAR;FP;BA
31510,9573;INSTITUTO SUPERIOR DE EDUCAÇÃO DE TUPI PAULISTA;ISETP;SP
31514,83176;Faculdade Meta;FAMETA;AC
31518,70622;FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;RJ
31522,58068;FACULDADE SÃO BENTO DO RIO DE JANEIRO;FSB/RJ;RJ
31526,45514;FACULDADE DE DIREITO DE ITABIRA;FDI;MG
31530,3296;FACULDADE DE AMPÉRE;FAMPER;PR
31534,20406;INSTITUTO SUPERIOR DE EDUCAÇÃO DA SERRA;FABAVI;ES
31538,07851;FACULDADE DO TAPAJÓS;FAT;PA
31541,95297;FACULDADE DO LITORAL PARANAENSE;FLP;PR
31545,82743;FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS;IBTA;SP
31549,70189;FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA;AJES;MT
31553,57635;INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA;AJES;MT
31557,45081;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;UNISULBAHIA;BA
31561,32527;FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;MG
31565,19973;FACULDADE DE TECNOLOGIA SENAI CONCÓRDIA;CET CONCÓRDIA;SC
31569,07418;FACULDADE DE CIÊNCIAS DA SAÚDE DA SERRA;FABAVI;ES
31572,94864;FACULDADE SÃO VICENTE;FASVIPA;AL
31576,8231;FACULDADE INTEGRADA DE SANTA MARIA;FISMA;RS
31580,69756;FACULDADE TAMANDARÉ;FAT;GO
31584,57202;FACULDADE UNIDA DE VITÓRIA;FACULDADE UNIDA;ES
31588,44648;FACULDADE SANTA CATARINA;FASC;PE
31592,32094;FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL;PHENIX;GO
31596,1954;FACULDADE LA SALLE;;AM
31600,06985;INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU;ISESJT;PI
31603,94431;FACULDADE DOM ALBERTO;FDA;RS
31607,81877;FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA;INESP;SP
31611,69323;FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS;FCJP;TO
31615,56769;FACULDADE SENAC MINAS;FSM;MG
31619,44215;FACULDADE CATÓLICA DO CEARÁ;FCC;CE
31623,31661;FACULDADE MARISTA;FMR;PE
31627,19107;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;MA
31631,06552;ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS;INEA;SP
31634,93998;UNIPB - FACULDADE UNIDA DA PARAÍBA;UNIPB;PB
31638,81444;INSTITUTO TECNOLÓGICO DE CARATINGA;ITC;MG
